#SUBMITTED ID	H_SAPIENS_ORTHOLOGS
FBgn0001281	Hsap\PHPT1
FBgn0035060	Hsap\EPS15 <newline> Hsap\ITSN1 <newline> Hsap\REPS1 <newline> Hsap\EHD3 <newline> Hsap\ITSN2 <newline> Hsap\EHD2 <newline> Hsap\EPS15L1 <newline> Hsap\SYNRG
FBgn0015737	Hsap\APMAP <newline> Hsap\PNPT1
FBgn0011016	Hsap\SSR2
FBgn0038032	Hsap\FAR2 <newline> Hsap\FAR1
FBgn0000406	Hsap\FADS3 <newline> Hsap\FADS2 <newline> Hsap\FADS1 <newline> Hsap\FADS2P1
FBgn0020255	Hsap\RAN
FBgn0039113	-
FBgn0259785	Hsap\ZFP92 <newline> Hsap\ZNF282 <newline> Hsap\ZNF689 <newline> Hsap\ZNF764 <newline> Hsap\ZNF747 <newline> Hsap\ZNF347 <newline> Hsap\ZNF107 <newline> Hsap\ZNF785 <newline> Hsap\ZNF184 <newline> Hsap\ZNF84 <newline> Hsap\ZNF208 <newline> Hsap\ZNF688 <newline> Hsap\ZNF91 <newline> Hsap\ZNF48 <newline> Hsap\ZNF729 <newline> Hsap\ZNF99 <newline> Hsap\ZNF160 <newline> Hsap\ZNF665 <newline> Hsap\ZNF181 <newline> Hsap\ZNF302 <newline> Hsap\ZNF497 <newline> Hsap\ZNF827 <newline> Hsap\PRDM10
FBgn0263740	Hsap\GSPT1 <newline> Hsap\GSPT2 <newline> Hsap\EIF2S3B <newline> Hsap\EIF2S3 <newline> Hsap\EEF1A2 <newline> Hsap\EEF1A1 <newline> Hsap\EEFSEC <newline> Hsap\SUV39H2 <newline> Hsap\SUV39H1 <newline> Hsap\SETMAR <newline> Hsap\EHMT2 <newline> Hsap\EHMT1
FBgn0266268	Hsap\FECH
FBgn0054027	-
FBgn0032397	Hsap\TOMM70 <newline> Hsap\TTC6 <newline> Hsap\TTC1 <newline> Hsap\SPAG1 <newline> Hsap\TOMM34 <newline> Hsap\AIP
FBgn0259794	Hsap\SIAH2 <newline> Hsap\SIAH1 <newline> Hsap\SIAH3 <newline> Hsap\CYHR1 <newline> Hsap\ADAM2 <newline> Hsap\TRIM50 <newline> Hsap\TRAF3 <newline> Hsap\TRAF6 <newline> Hsap\TRAF5 <newline> Hsap\TRAF4
FBgn0025725	Hsap\COPA <newline> Hsap\PDE6C <newline> Hsap\COPB2
FBgn0030086	Hsap\CCT2 <newline> Hsap\MKKS <newline> Hsap\CCT7 <newline> Hsap\CCT6A <newline> Hsap\CCT5 <newline> Hsap\CCT3 <newline> Hsap\TCP1 <newline> Hsap\CCT6B <newline> Hsap\HSPD1 <newline> Hsap\BBS10 <newline> Hsap\CCT4 <newline> Hsap\VKORC1L1
FBgn0022023	Hsap\EIF3H
FBgn0038744	Hsap\PPP2R3C <newline> Hsap\PPP2R3A <newline> Hsap\PPP2R3B
FBgn0032015	Hsap\MAGT1 <newline> Hsap\TUSC3
FBgn0050334	-
FBgn0037240	Hsap\CHL1 <newline> Hsap\CNTN3 <newline> Hsap\USH2A <newline> Hsap\CNTN2 <newline> Hsap\NFASC <newline> Hsap\L1CAM <newline> Hsap\NRCAM <newline> Hsap\CNTN4 <newline> Hsap\CNTN6 <newline> Hsap\CNTN5 <newline> Hsap\CNTN1 <newline> Hsap\DSCAM <newline> Hsap\DSCAML1 <newline> Hsap\MYPN <newline> Hsap\PALLD
FBgn0001215	Hsap\RALY <newline> Hsap\DAZL <newline> Hsap\EIF4H <newline> Hsap\ZCRB1 <newline> Hsap\TRA2A <newline> Hsap\HNRNPD <newline> Hsap\BOLL <newline> Hsap\HNRNPA0 <newline> Hsap\HNRNPA1 <newline> Hsap\HNRNPA2B1 <newline> Hsap\HNRNPA1L2 <newline> Hsap\HNRNPAB <newline> Hsap\TRNAU1AP <newline> Hsap\RBM3 <newline> Hsap\HNRNPA3 <newline> Hsap\RBM34 <newline> Hsap\EIF4B <newline> Hsap\SRSF12 <newline> Hsap\TRA2B <newline> Hsap\SRSF10 <newline> Hsap\RALYL <newline> Hsap\SLIRP <newline> Hsap\HNRNPC <newline> Hsap\CIRBP <newline> Hsap\HNRNPCL3 <newline> Hsap\HNRNPCL2 <newline> Hsap\HNRNPDL <newline> Hsap\HNRNPCL4 <newline> Hsap\MIR4444-1 <newline> Hsap\DAZAP1
FBgn0037182	Hsap\ACAP1 <newline> Hsap\ARAP3 <newline> Hsap\ARFGAP3 <newline> Hsap\ASAP2 <newline> Hsap\APPL1 <newline> Hsap\AGFG2 <newline> Hsap\ARAP2 <newline> Hsap\AGAP1 <newline> Hsap\ARFGAP1 <newline> Hsap\ACAP2 <newline> Hsap\ADAP2 <newline> Hsap\ASAP3 <newline> Hsap\ACAP3 <newline> Hsap\GIT2 <newline> Hsap\SMAP1 <newline> Hsap\SMAP2 <newline> Hsap\AGAP5 <newline> Hsap\ARAP1 <newline> Hsap\GIT1 <newline> Hsap\AGAP3 <newline> Hsap\AGFG1 <newline> Hsap\AGAP10P <newline> Hsap\AGAP4 <newline> Hsap\AGAP6 <newline> Hsap\ASAP1 <newline> Hsap\ARFGAP2 <newline> Hsap\ADAP1 <newline> Hsap\APPL2 <newline> Hsap\AGAP2
FBgn0039537	Hsap\HSDL2 <newline> Hsap\SCP2 <newline> Hsap\SCP2D1 <newline> Hsap\STOML1 <newline> Hsap\DECR2 <newline> Hsap\DECR1 <newline> Hsap\HSD17B14 <newline> Hsap\PECR <newline> Hsap\DHRS1 <newline> Hsap\BDH2 <newline> Hsap\DHRS4 <newline> Hsap\DHRS4L2 <newline> Hsap\DHRS2
FBgn0038462	Hsap\EMC2
FBgn0030320	Hsap\ZNF365 <newline> Hsap\FBXO41
FBgn0001987	Hsap\CES1 <newline> Hsap\CES5A <newline> Hsap\CES2 <newline> Hsap\CES3 <newline> Hsap\CD74 <newline> Hsap\NID2 <newline> Hsap\TG <newline> Hsap\NID1 <newline> Hsap\BCHE <newline> Hsap\ACHE <newline> Hsap\NLGN2 <newline> Hsap\NLGN3 <newline> Hsap\CEL <newline> Hsap\NLGN4X <newline> Hsap\NLGN1 <newline> Hsap\CES4A <newline> Hsap\LOC107987423 <newline> Hsap\NLGN4Y
FBgn0028686	Hsap\PSMC4 <newline> Hsap\PSMC6 <newline> Hsap\PSMC3 <newline> Hsap\PSMC2 <newline> Hsap\PSMC1 <newline> Hsap\PSMC5
FBgn0053121	Hsap\SERPINB4 <newline> Hsap\SERPINI2 <newline> Hsap\SERPINC1 <newline> Hsap\SERPINE2 <newline> Hsap\SERPINI1 <newline> Hsap\SERPINB1 <newline> Hsap\SERPINB9 <newline> Hsap\SERPINB6 <newline> Hsap\SERPINE1 <newline> Hsap\SERPINH1 <newline> Hsap\SERPINE3 <newline> Hsap\SERPINA4 <newline> Hsap\SERPINA6 <newline> Hsap\SERPINA9 <newline> Hsap\SERPINB13 <newline> Hsap\SERPINB2 <newline> Hsap\SERPINB11 <newline> Hsap\SERPINB12 <newline> Hsap\SERPINB7 <newline> Hsap\SERPINB5 <newline> Hsap\SERPINB8 <newline> Hsap\SERPINB10 <newline> Hsap\HMSD <newline> Hsap\SERPINB3 <newline> Hsap\SERPIND1 <newline> Hsap\SERPINF1 <newline> Hsap\SERPINF2 <newline> Hsap\SERPING1 <newline> Hsap\SERPINA10 <newline> Hsap\AGT <newline> Hsap\SERPINA7 <newline> Hsap\SERPINA12 <newline> Hsap\SERPINA5 <newline> Hsap\SERPINA11 <newline> Hsap\SERPINA13P <newline> Hsap\SERPINA3 <newline> Hsap\SERPINA2 <newline> Hsap\SERPINA1
FBgn0038804	Hsap\SUGCT <newline> Hsap\AMACR
FBgn0045761	-
FBgn0287844	Hsap\DNAH8 <newline> Hsap\DNHD1 <newline> Hsap\DNAH3 <newline> Hsap\DNAH9 <newline> Hsap\DNAH5 <newline> Hsap\DNAH7 <newline> Hsap\DNAH12 <newline> Hsap\DYNC1H1 <newline> Hsap\DNAH6 <newline> Hsap\DNAH17 <newline> Hsap\DYNC2H1 <newline> Hsap\DNAH10 <newline> Hsap\DNAH1 <newline> Hsap\DNAH2 <newline> Hsap\DNAH11 <newline> Hsap\DNAH14
FBgn0011206	Hsap\DAZL <newline> Hsap\DAZ2 <newline> Hsap\DAZ1 <newline> Hsap\DAZ3 <newline> Hsap\BOLL <newline> Hsap\DAZ4 <newline> Hsap\RALY <newline> Hsap\EIF4H <newline> Hsap\ZCRB1 <newline> Hsap\TRA2A <newline> Hsap\HNRNPD <newline> Hsap\HNRNPA0 <newline> Hsap\HNRNPA1 <newline> Hsap\HNRNPA2B1 <newline> Hsap\HNRNPA1L2 <newline> Hsap\HNRNPAB <newline> Hsap\TRNAU1AP <newline> Hsap\RBM3 <newline> Hsap\HNRNPA3 <newline> Hsap\RBM34 <newline> Hsap\EIF4B <newline> Hsap\SRSF12 <newline> Hsap\TRA2B <newline> Hsap\SRSF10 <newline> Hsap\RALYL <newline> Hsap\SLIRP <newline> Hsap\HNRNPC <newline> Hsap\CIRBP <newline> Hsap\HNRNPCL3 <newline> Hsap\HNRNPCL2 <newline> Hsap\HNRNPDL <newline> Hsap\HNRNPCL4 <newline> Hsap\RBM38
FBgn0032494	-
FBgn0021768	Hsap\NUDC <newline> Hsap\NUDCD2 <newline> Hsap\NUDCD3 <newline> Hsap\NR0B2
FBgn0023518	Hsap\KMT2D <newline> Hsap\KMT2C <newline> Hsap\NSD1 <newline> Hsap\SETBP1 <newline> Hsap\SETDB1 <newline> Hsap\KMT2B <newline> Hsap\KMT2A <newline> Hsap\SETDB2 <newline> Hsap\NSD2 <newline> Hsap\EZH1 <newline> Hsap\TBRG1 <newline> Hsap\LOC107985798 <newline> Hsap\NSD3 <newline> Hsap\ASH1L <newline> Hsap\PHF20L1 <newline> Hsap\SETD5 <newline> Hsap\SETD1B <newline> Hsap\PHF20 <newline> Hsap\KMT2E <newline> Hsap\SETD1A <newline> Hsap\SETD2 <newline> Hsap\DIDO1
FBgn0052675	Hsap\MIR21 <newline> Hsap\VMP1
FBgn0035165	Hsap\BCAP31 <newline> Hsap\BCAP29
FBgn0001197	Hsap\H2AZ1 <newline> Hsap\H2AFV <newline> Hsap\HIST1H2AA <newline> Hsap\HIST1H2AE <newline> Hsap\HIST1H2AJ <newline> Hsap\H2AC20 <newline> Hsap\HIST2H2AB <newline> Hsap\HIST1H2AD <newline> Hsap\H2AFB2 <newline> Hsap\HIST1H2AI <newline> Hsap\HIST1H2AG <newline> Hsap\HIST1H2AM <newline> Hsap\HIST3H2A <newline> Hsap\HIST2H2AA4 <newline> Hsap\H2AFY2 <newline> Hsap\HIST1H2AH <newline> Hsap\HIST1H2AC <newline> Hsap\H2AFY <newline> Hsap\H2AFX <newline> Hsap\H2AFJ <newline> Hsap\HIST1H2AK <newline> Hsap\HIST1H2AL <newline> Hsap\H2AFB3 <newline> Hsap\HIST1H2AB <newline> Hsap\H2AFB1
FBgn0264855	Hsap\AP2A2 <newline> Hsap\AP2A1 <newline> Hsap\AP4E1 <newline> Hsap\AP1G2 <newline> Hsap\AP3D1 <newline> Hsap\GBA2 <newline> Hsap\AP1G1
FBgn0020279	Hsap\UBAP2 <newline> Hsap\UBAP2L
FBgn0015218	Hsap\EIF4E1B <newline> Hsap\EIF4E <newline> Hsap\EIF4E2 <newline> Hsap\EIF4E3
FBgn0039914	Hsap\NODAL <newline> Hsap\AMH <newline> Hsap\TGFB1 <newline> Hsap\TGFB3 <newline> Hsap\INHBA <newline> Hsap\INHA <newline> Hsap\BMP4 <newline> Hsap\GDF1 <newline> Hsap\BMP15 <newline> Hsap\GDF15 <newline> Hsap\GDF11 <newline> Hsap\MSTN <newline> Hsap\INHBE <newline> Hsap\LEFTY1 <newline> Hsap\GDF7 <newline> Hsap\BMP3 <newline> Hsap\BMP6 <newline> Hsap\GDF6 <newline> Hsap\INHBB <newline> Hsap\BMP10 <newline> Hsap\INHBC <newline> Hsap\BMP8A <newline> Hsap\GDF3 <newline> Hsap\LEFTY2 <newline> Hsap\TGFB2 <newline> Hsap\BMP5 <newline> Hsap\BMP8B <newline> Hsap\GDF5 <newline> Hsap\GDF9 <newline> Hsap\BMP2 <newline> Hsap\BMP7 <newline> Hsap\GDF2 <newline> Hsap\GDF10
FBgn0041232	-
FBgn0065032	Hsap\ARPC3
FBgn0003255	Hsap\LGR5 <newline> Hsap\LHCGR <newline> Hsap\RXFP2 <newline> Hsap\LGR6 <newline> Hsap\LGR4 <newline> Hsap\FSHR <newline> Hsap\RXFP1 <newline> Hsap\TSHR <newline> Hsap\DRC3
FBgn0037329	Hsap\POLDIP2 <newline> Hsap\FBXO3
FBgn0022959	Hsap\YBX2 <newline> Hsap\YBX3 <newline> Hsap\CSDC2 <newline> Hsap\LIN28B <newline> Hsap\YBX1 <newline> Hsap\LIN28A <newline> Hsap\CARHSP1
FBgn0039481	-
FBgn0015789	Hsap\RAB40AL <newline> Hsap\RAB10 <newline> Hsap\RAB15 <newline> Hsap\RAB8A <newline> Hsap\RAB8B <newline> Hsap\RAB28 <newline> Hsap\RAB12 <newline> Hsap\RAB13 <newline> Hsap\RAB40A <newline> Hsap\RASEF <newline> Hsap\CRACR2A <newline> Hsap\RAB40C <newline> Hsap\RAB40B <newline> Hsap\RAB44 <newline> Hsap\RAB3B <newline> Hsap\RAB3A <newline> Hsap\RAB1A <newline> Hsap\RAB3D <newline> Hsap\RAB3C <newline> Hsap\RAB1B
FBgn0034059	Hsap\TMEM208
FBgn0004574	Hsap\STXBP1 <newline> Hsap\VPS33A <newline> Hsap\VPS33B <newline> Hsap\VPS45 <newline> Hsap\STXBP3 <newline> Hsap\SCFD1 <newline> Hsap\STXBP2
FBgn0013997	Hsap\CNTNAP1 <newline> Hsap\CNTNAP3 <newline> Hsap\CNTNAP2 <newline> Hsap\CNTNAP5 <newline> Hsap\CNTNAP3B <newline> Hsap\CNTNAP4 <newline> Hsap\NRXN1 <newline> Hsap\NRXN3 <newline> Hsap\NRXN2 <newline> Hsap\CNTNAP3C
FBgn0036881	Hsap\DUSP22
FBgn0000447	Hsap\DHODH <newline> Hsap\DPYD <newline> Hsap\IFNAR1
FBgn0038153	Hsap\GRIN3B <newline> Hsap\GRIK5 <newline> Hsap\GRIN2D <newline> Hsap\GRID2 <newline> Hsap\GRIA4 <newline> Hsap\GRIN2C <newline> Hsap\GRIA2 <newline> Hsap\GRID1 <newline> Hsap\GRIN3A <newline> Hsap\GRIK3 <newline> Hsap\GRIN2A <newline> Hsap\GRIK1 <newline> Hsap\GRIK2 <newline> Hsap\GRIA1 <newline> Hsap\GRIK4 <newline> Hsap\GRIN2B <newline> Hsap\GRIA3
FBgn0038535	Hsap\RRBP1
FBgn0050054	Hsap\GNAL <newline> Hsap\GNA14 <newline> Hsap\GNAZ <newline> Hsap\GNA15 <newline> Hsap\GNA13 <newline> Hsap\GNA11 <newline> Hsap\GNAQ <newline> Hsap\GNAT3 <newline> Hsap\GNAS <newline> Hsap\GNAT1 <newline> Hsap\GNAT2 <newline> Hsap\GNAO1 <newline> Hsap\GNA12 <newline> Hsap\GNAI2 <newline> Hsap\GNAI1 <newline> Hsap\GNAI3 <newline> Hsap\TYROBP
FBgn0035298	Hsap\OXCT1 <newline> Hsap\OXCT2
FBgn0036446	Hsap\MGAT4B <newline> Hsap\MGAT4C <newline> Hsap\MGAT4A <newline> Hsap\MGAT4D <newline> Hsap\MGAT4EP
FBgn0035944	Hsap\TVP23A <newline> Hsap\TVP23B <newline> Hsap\TVP23C-CDRT4 <newline> Hsap\CDRT4 <newline> Hsap\TVP23C
FBgn0263289	Hsap\LRRC7 <newline> Hsap\SCRIB <newline> Hsap\LRRC1 <newline> Hsap\ERBIN <newline> Hsap\TJP1
FBgn0042206	Hsap\GSTT4 <newline> Hsap\GSTO1 <newline> Hsap\CLIC3 <newline> Hsap\CLIC1 <newline> Hsap\CLIC5 <newline> Hsap\CLIC2 <newline> Hsap\GDAP1 <newline> Hsap\CLIC4 <newline> Hsap\GDAP1L1 <newline> Hsap\GSTO2 <newline> Hsap\GSTT2B <newline> Hsap\GSTT2 <newline> Hsap\GSTZ1 <newline> Hsap\MARS <newline> Hsap\EEF1G <newline> Hsap\VARS <newline> Hsap\EEF1E1 <newline> Hsap\LOC100652871 <newline> Hsap\GSTT1
FBgn0027088	Hsap\GARS1 <newline> Hsap\POLG2
FBgn0039769	Hsap\SMPD1 <newline> Hsap\SMPDL3A <newline> Hsap\SMPDL3B
FBgn0087013	Hsap\RANBP6 <newline> Hsap\IPO5 <newline> Hsap\IPO4
FBgn0020660	Hsap\EIF4B <newline> Hsap\RALY <newline> Hsap\DAZL <newline> Hsap\EIF4H <newline> Hsap\ZCRB1 <newline> Hsap\TRA2A <newline> Hsap\HNRNPD <newline> Hsap\BOLL <newline> Hsap\HNRNPA0 <newline> Hsap\HNRNPA1 <newline> Hsap\HNRNPA2B1 <newline> Hsap\HNRNPA1L2 <newline> Hsap\HNRNPAB <newline> Hsap\TRNAU1AP <newline> Hsap\RBM3 <newline> Hsap\HNRNPA3 <newline> Hsap\RBM34 <newline> Hsap\SRSF12 <newline> Hsap\TRA2B <newline> Hsap\SRSF10 <newline> Hsap\RALYL <newline> Hsap\SLIRP <newline> Hsap\HNRNPC <newline> Hsap\CIRBP <newline> Hsap\HNRNPCL3 <newline> Hsap\HNRNPCL2 <newline> Hsap\HNRNPDL <newline> Hsap\HNRNPCL4
FBgn0002856	-
FBgn0284435	-
FBgn0261608	Hsap\RPL37A <newline> Hsap\RPL37AP8
FBgn0032923	Hsap\PLD5 <newline> Hsap\PLD4 <newline> Hsap\PLD3
FBgn0011747	Hsap\ANK1 <newline> Hsap\HACE1 <newline> Hsap\ANK3 <newline> Hsap\ANKRD44 <newline> Hsap\TNKS <newline> Hsap\ANKDD1A <newline> Hsap\ASB7 <newline> Hsap\PIDD1 <newline> Hsap\ANK2 <newline> Hsap\ANKRD53 <newline> Hsap\RNASEL <newline> Hsap\TNKS2 <newline> Hsap\ANKEF1 <newline> Hsap\ANKLE1 <newline> Hsap\ANKRD61 <newline> Hsap\ANKRD60 <newline> Hsap\ANKAR <newline> Hsap\ANKRD65 <newline> Hsap\ANKDD1B <newline> Hsap\IFNG <newline> Hsap\IFNA14 <newline> Hsap\ANKRD52 <newline> Hsap\ANKRD28 <newline> Hsap\ANKMY1 <newline> Hsap\DTHD1
FBgn0033603	-
FBgn0250848	Hsap\CTSV <newline> Hsap\CTSL <newline> Hsap\CTSF <newline> Hsap\CTSZ <newline> Hsap\CTSH <newline> Hsap\CTSC <newline> Hsap\CTSK <newline> Hsap\CTSW <newline> Hsap\CTSB <newline> Hsap\CTSS <newline> Hsap\CTSO <newline> Hsap\PDPK1 <newline> Hsap\MAST3 <newline> Hsap\GJA1
FBgn0052694	-
FBgn0034837	Hsap\RPL22L1 <newline> Hsap\RPL22
FBgn0031453	-
FBgn0260855	Hsap\SEC22B <newline> Hsap\VAMP3 <newline> Hsap\YKT6 <newline> Hsap\VAMP4 <newline> Hsap\VAMP7 <newline> Hsap\VAMP8 <newline> Hsap\SEC22C <newline> Hsap\VAMP5 <newline> Hsap\SEC22A <newline> Hsap\VAMP2 <newline> Hsap\VAMP1 <newline> Hsap\SEC22B3P
FBgn0040340	Hsap\TRAM2 <newline> Hsap\TRAM1L1 <newline> Hsap\TRAM1
FBgn0030102	Hsap\SMYD4 <newline> Hsap\SMYD1 <newline> Hsap\SMYD3 <newline> Hsap\SMYD2 <newline> Hsap\ZMYND15 <newline> Hsap\SMYD5
FBgn0033902	Hsap\EIF3M
FBgn0031603	Hsap\FAM32A
FBgn0024947	Hsap\ENTPD5 <newline> Hsap\ENTPD6 <newline> Hsap\ENTPD3 <newline> Hsap\ENTPD2 <newline> Hsap\ENTPD4 <newline> Hsap\ENTPD7 <newline> Hsap\ENTPD1 <newline> Hsap\ENTPD8
FBgn0033317	Hsap\ZC3H15
FBgn0266418	Hsap\ANKFN1 <newline> Hsap\NOG
FBgn0028665	
FBgn0027079	Hsap\VARS <newline> Hsap\VARS2
FBgn0031879	Hsap\CRB1 <newline> Hsap\SVEP1 <newline> Hsap\ELAPOR1 <newline> Hsap\SSPO <newline> Hsap\NOTCH2 <newline> Hsap\NOTCH4 <newline> Hsap\NOTCH1 <newline> Hsap\NOTCH3
FBgn0086347	Hsap\MYO1G <newline> Hsap\MYO1D <newline> Hsap\MYO1C <newline> Hsap\MYO1B <newline> Hsap\MYO1A <newline> Hsap\MYO1H <newline> Hsap\MYO6 <newline> Hsap\MYO1E <newline> Hsap\MYO1F
FBgn0031449	Hsap\ABCG1 <newline> Hsap\ABCG8 <newline> Hsap\ABCG2 <newline> Hsap\ABCG4 <newline> Hsap\ABCG5 <newline> Hsap\ABCA7 <newline> Hsap\ABCA10 <newline> Hsap\ABCA12 <newline> Hsap\ABCA6 <newline> Hsap\ABCA3 <newline> Hsap\ABCA9 <newline> Hsap\ABCA2 <newline> Hsap\ABCA4 <newline> Hsap\ABCA1 <newline> Hsap\ABCA5 <newline> Hsap\ABCA13 <newline> Hsap\ABCA8
FBgn0266566	Hsap\SDCCAG8 <newline> Hsap\NEFM
FBgn0035308	Hsap\KALRN <newline> Hsap\KIAA1755 <newline> Hsap\PLEKHG4B <newline> Hsap\MCF2L2 <newline> Hsap\TRIO <newline> Hsap\CCDC141 <newline> Hsap\SESTD1 <newline> Hsap\MCF2 <newline> Hsap\MCF2L
FBgn0030796	Hsap\GGT5 <newline> Hsap\GGT6 <newline> Hsap\GGTLC1 <newline> Hsap\GGT7 <newline> Hsap\GGT1 <newline> Hsap\GGT2 <newline> Hsap\GGTLC2 <newline> Hsap\GGT3P <newline> Hsap\GGTLC3 <newline> Hsap\LOC102724197
FBgn0036851	-
FBgn0037040	Hsap\CASC1
FBgn0036900	-
FBgn0035086	-
FBgn0259677	Hsap\STK11IP <newline> Hsap\IGFALS <newline> Hsap\LRRC70 <newline> Hsap\LRRC8D <newline> Hsap\LRRC8C <newline> Hsap\LRRC8E
FBgn0083956	Hsap\ABCA3 <newline> Hsap\ABCA6 <newline> Hsap\ABCA7 <newline> Hsap\ABCA5 <newline> Hsap\ABCA4 <newline> Hsap\ABCA2 <newline> Hsap\ABCA8 <newline> Hsap\ABCA13 <newline> Hsap\ABCA10 <newline> Hsap\ABCA9 <newline> Hsap\ABCA12 <newline> Hsap\ABCG2 <newline> Hsap\ABCG5 <newline> Hsap\ABCG8 <newline> Hsap\ABCG1 <newline> Hsap\ABCA1 <newline> Hsap\ABCG4 <newline> Hsap\FH <newline> Hsap\SERPINA1 <newline> Hsap\AMBP
FBgn0040383	Hsap\SLC25A21
FBgn0033702	-
FBgn0033387	Hsap\SLC46A3 <newline> Hsap\SLC46A1 <newline> Hsap\SLC46A2 <newline> Hsap\MFSD14A <newline> Hsap\MFSD14B
FBgn0038909	-
FBgn0032549	-
FBgn0051068	-
FBgn0265627	-
FBgn0260026	-
FBgn0039504	-
FBgn0036093	-
FBgn0037288	-
FBgn0053054	Hsap\OARD1
FBgn0035630	Hsap\METAP1 <newline> Hsap\PA2G4 <newline> Hsap\METAP1D <newline> Hsap\METAP2
FBgn0038311	-
FBgn0033733	Hsap\ACSBG2 <newline> Hsap\SLC27A3 <newline> Hsap\ACSBG1 <newline> Hsap\ACSL1 <newline> Hsap\ACSL4 <newline> Hsap\SLC27A4 <newline> Hsap\SLC27A1 <newline> Hsap\SLC27A2 <newline> Hsap\SLC27A5 <newline> Hsap\SLC27A6 <newline> Hsap\ACSL6 <newline> Hsap\ACSL3 <newline> Hsap\DIP2C <newline> Hsap\DIP2B <newline> Hsap\DIP2A <newline> Hsap\ACSF2 <newline> Hsap\ACSF3
FBgn0262621	-
FBgn0261502	-
FBgn0039385	Hsap\FAM98A <newline> Hsap\FAM98B <newline> Hsap\FAM98C
FBgn0265785	-
FBgn0264395	-
FBgn0264343	-
FBgn0262000	Hsap\CACHD1 <newline> Hsap\CACNA2D1 <newline> Hsap\CACNA2D4 <newline> Hsap\CACNA2D2 <newline> Hsap\CACNA2D3
FBgn0259917	-
FBgn0054034	-
FBgn0051419	-
FBgn0050069	Hsap\NPIPA1 <newline> Hsap\AHNAK2 <newline> Hsap\NPIPA7 <newline> Hsap\NPIPA5 <newline> Hsap\NPIPA8 <newline> Hsap\NPIPA2 <newline> Hsap\NPIPA3 <newline> Hsap\LOC105374299 <newline> Hsap\SAXO1 <newline> Hsap\SAXO2
FBgn0042131	-
FBgn0035109	Hsap\C3orf38
FBgn0032176	-
FBgn0033164	-
FBgn0032908	Hsap\ABCC6 <newline> Hsap\ABCC3 <newline> Hsap\ABCC4 <newline> Hsap\ABCC9 <newline> Hsap\ABCC10 <newline> Hsap\ABCC2 <newline> Hsap\ABCC8 <newline> Hsap\ABCC11 <newline> Hsap\ABCC1 <newline> Hsap\ABCC5 <newline> Hsap\CFTR <newline> Hsap\ABCC12 <newline> Hsap\ABCB11 <newline> Hsap\ABCB4 <newline> Hsap\ABCB8 <newline> Hsap\TAP1 <newline> Hsap\ABCB10 <newline> Hsap\TAP2 <newline> Hsap\ABCB5 <newline> Hsap\ARG1
FBgn0032713	Hsap\UGT1A3 <newline> Hsap\UGT2B28 <newline> Hsap\UGT2B10 <newline> Hsap\UGT2B11 <newline> Hsap\UGT3A1 <newline> Hsap\UGT3A2 <newline> Hsap\UGT1A1 <newline> Hsap\UGT8 <newline> Hsap\UGT2B4 <newline> Hsap\UGT2B7 <newline> Hsap\UGT2A2 <newline> Hsap\UGT2B15 <newline> Hsap\UGT2B17 <newline> Hsap\UGT2A3 <newline> Hsap\UGT1A10 <newline> Hsap\UGT1A6 <newline> Hsap\UGT1A5 <newline> Hsap\UGT1A8 <newline> Hsap\UGT1A4 <newline> Hsap\UGT1A9 <newline> Hsap\UGT1A7 <newline> Hsap\UGT2A1
FBgn0032216	Hsap\USP14 <newline> Hsap\UBLCP1 <newline> Hsap\UBFD1
FBgn0010288	Hsap\UCHL1 <newline> Hsap\UCHL3
FBgn0032922	Hsap\COQ3
FBgn0040273	Hsap\SUPT5H
FBgn0041775	Hsap\LSM14B <newline> Hsap\LSM14A
FBgn0014073	Hsap\STYK1 <newline> Hsap\FLT3 <newline> Hsap\PDGFRA <newline> Hsap\PDGFRB <newline> Hsap\FLT4 <newline> Hsap\KDR <newline> Hsap\FLT1 <newline> Hsap\CSF1R <newline> Hsap\KIT <newline> Hsap\FGFR4 <newline> Hsap\FGFR3 <newline> Hsap\RET <newline> Hsap\TIE1 <newline> Hsap\TEK <newline> Hsap\FGFRL1 <newline> Hsap\FGFR1 <newline> Hsap\FGFR2 <newline> Hsap\PDGFRL <newline> Hsap\LMTK3 <newline> Hsap\LCK <newline> Hsap\ZBTB24 <newline> Hsap\FYN <newline> Hsap\FRK <newline> Hsap\LYN <newline> Hsap\BLK <newline> Hsap\YES1 <newline> Hsap\PTK6 <newline> Hsap\SRC <newline> Hsap\SRMS <newline> Hsap\HCK
FBgn0029507	Hsap\CD63 <newline> Hsap\TSPAN3
FBgn0029508	Hsap\CD63 <newline> Hsap\TSPAN3
FBgn0035786	Hsap\CD63
FBgn0015019	Hsap\CCT3 <newline> Hsap\MKKS <newline> Hsap\CCT7 <newline> Hsap\CCT6A <newline> Hsap\CCT5 <newline> Hsap\CCT2 <newline> Hsap\TCP1 <newline> Hsap\CCT6B <newline> Hsap\HSPD1 <newline> Hsap\BBS10 <newline> Hsap\CCT4 <newline> Hsap\VKORC1L1 <newline> Hsap\CCT8
