Tissue	FPKM.m	SD.m	Enrichment.m	FPKM.f	SD.f	Enrichment.f	M.F	p.value	FPKM.mf	SD.mf	Enrichment.mf
index.html?fbgn=FBgn0263776&tableOut=gene:24:Carcass	29.48	3.69	1.09	39.05	4.01	1.39	0.75	p > 0.05	1.27	0.21	0.17
index.html?fbgn=FBgn0263777&tableOut=gene:24:Carcass	0.24	0.22	0.05	0.08	0.14	-1	1	n.s.	0.11	0.18	-1
index.html?fbgn=FBgn0263778&tableOut=gene:24:Carcass	0.1	0.18	-1	0.03	0.06	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0263780&tableOut=gene:24:Carcass	4.39	0.61	0.67	2.62	0.76	1.11	1.68	p > 0.05	1.7	0.37	-1
index.html?fbgn=FBgn0263782&tableOut=gene:25:Carcass	6.32	1.41	0.6	5.13	0.75	0.98	1.23	n.s.	3.48	0.46	1
index.html?fbgn=FBgn0263802&tableOut=gene:24:Carcass	0.65	0.37	0.12	0.54	0.25	-1	1	n.s.	0.74	0.58	-1
index.html?fbgn=FBgn0263829&tableOut=gene:24:Carcass	0.09	0.11	-1	0.02	0.01	-1	1	n.s.	0.01	0.01	-1
index.html?fbgn=FBgn0263830&tableOut=gene:24:Carcass	9.24	0.65	0.79	8.37	1.25	2.13	1.1	n.s.	12.43	1.9	4.49
index.html?fbgn=FBgn0263831&tableOut=gene:25:Carcass	0.48	0.06	-1	0.73	0.22	0.35	1	n.s.	1.02	0.08	-1
index.html?fbgn=FBgn0263832&tableOut=gene:25:Carcass	4.92	0.16	0.9	6.57	0.93	0.8	0.75	n.s.	3.62	0.14	0.79
index.html?fbgn=FBgn0263834&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0263835&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0263838&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0263839&tableOut=gene:24:Carcass	102.76	104.58	51.38	525.32	53.8	262.66	0.2	p > 0.01	454.18	62.74	1.82
index.html?fbgn=FBgn0263841&tableOut=gene:24:Carcass	1.61	0.73	0.11	0.1	0.17	-1	1	n.s.	0.23	0.4	-1
index.html?fbgn=FBgn0263842&tableOut=gene:24:Carcass	0.37	0.64	0.05	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0263843&tableOut=gene:24:Carcass	0.32	0.15	-1	0	0	-1	1	n.s.	0.08	0.13	-1
index.html?fbgn=FBgn0263844&tableOut=gene:24:Carcass	0.07	0.13	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0263845&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0263846&tableOut=gene:24:Carcass	1.73	0.17	0.64	2.16	0.46	1.08	0.93	n.s.	0.47	0.08	-1
index.html?fbgn=FBgn0263847&tableOut=gene:25:Carcass	19.09	9.85	1.5	10.26	3.62	5.13	1.86	n.s.	2.94	2.65	0.41
index.html?fbgn=FBgn0263848&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	0.22	0.1	-1
index.html?fbgn=FBgn0263849&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0263850&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	0.01	0.02	-1
index.html?fbgn=FBgn0263851&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0263852&tableOut=gene:25:Carcass	36.11	2.95	0.61	34.53	5.52	0.52	1.05	n.s.	65.44	6.2	0.95
index.html?fbgn=FBgn0263855&tableOut=gene:25:Carcass	0.4	0.21	-1	1.39	1.14	0.2	1	n.s.	3.88	0.3	1.63
index.html?fbgn=FBgn0263863&tableOut=gene:25:Carcass	16.73	2.7	1.79	18.87	2.32	1.51	0.89	n.s.	8.38	0.32	1.26
index.html?fbgn=FBgn0263864&tableOut=gene:25:Carcass	2.09	0.39	1.04	2.34	0.44	1.17	0.89	n.s.	3.18	0.8	0.82
index.html?fbgn=FBgn0263866&tableOut=gene:24:Carcass	0.07	0.06	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0263867&tableOut=gene:24:Carcass	0.23	0.19	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0263868&tableOut=gene:24:Carcass	1.15	0.76	0.08	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0263869&tableOut=gene:24:Carcass	0.08	0.07	-1	0.18	0.08	-1	1	n.s.	0.53	0.21	-1
index.html?fbgn=FBgn0263870&tableOut=gene:24:Carcass	0.58	0.17	-1	0.41	0.47	-1	1	n.s.	0.72	0.62	-1
index.html?fbgn=FBgn0263871&tableOut=gene:24:Carcass	0.24	0.25	-1	0	0	-1	1	n.s.	0.2	0.18	-1
index.html?fbgn=FBgn0263872&tableOut=gene:24:Carcass	0.68	0.56	-1	0.4	0.11	-1	1	n.s.	0.12	0.02	-1
index.html?fbgn=FBgn0263873&tableOut=gene:25:Carcass	3.62	0.56	0.47	3.47	0.66	1.18	1.04	n.s.	1.06	0.19	-1
index.html?fbgn=FBgn0263874&tableOut=gene:24:Carcass	0.17	0.29	0.07	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0263911&tableOut=gene:25:Carcass	1001.43	246.15	1.45	688.92	48.74	1.64	1.45	n.s.	425.26	37.64	2.03
index.html?fbgn=FBgn0263916&tableOut=gene:25:Carcass	12.69	1.13	1.14	16.31	0.91	1.22	0.78	p > 0.05	15.65	0.86	1.17
index.html?fbgn=FBgn0263929&tableOut=gene:25:Carcass	7.24	1.72	0.59	6.19	0.79	0.58	1.17	n.s.	4.95	0.69	0.78
index.html?fbgn=FBgn0263930&tableOut=gene:25:Carcass	14.74	2.51	0.93	12.16	1.95	1.84	1.21	n.s.	14.21	0.63	1.37
index.html?fbgn=FBgn0263933&tableOut=gene:25:Carcass	5.12	0.66	0.86	7.05	0.86	0.44	0.73	p > 0.05	7.29	0.13	1.03
index.html?fbgn=FBgn0263934&tableOut=gene:25:Carcass	0.7	0.16	-1	0.6	0.2	-1	1	n.s.	1.48	0.15	-1
index.html?fbgn=FBgn0263967&tableOut=gene:24:Carcass	0.09	0.08	-1	0.28	0.13	-1	1	n.s.	0.53	0.16	-1
index.html?fbgn=FBgn0263968&tableOut=gene:25:Carcass	2.87	0.61	0.58	3.59	0.64	0.68	0.8	n.s.	2.35	0.08	1.18
index.html?fbgn=FBgn0263970&tableOut=gene:24:Carcass	0.05	0.09	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0263971&tableOut=gene:24:Carcass	0.07	0.13	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0263973&tableOut=gene:25:Carcass	1.6	0.12	0.56	0.43	0.15	-1	1	p > 0.01	0.53	0.09	-1
index.html?fbgn=FBgn0263974&tableOut=gene:25:Carcass	0.21	0.14	-1	1.11	0.68	0.3	1	n.s.	0.24	0.04	-1
index.html?fbgn=FBgn0263975&tableOut=gene:24:Carcass	0.86	0.25	-1	0.88	0.27	-1	1	n.s.	0.8	0.18	-1
index.html?fbgn=FBgn0263976&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0263977&tableOut=gene:25:Carcass	170.36	34.16	2.01	143.96	8.51	1.81	1.18	n.s.	209.97	22.35	1.71
index.html?fbgn=FBgn0263979&tableOut=gene:25:Carcass	7.34	1.04	1.25	13.25	3.61	0.56	0.55	n.s.	20.78	1.4	1.03
index.html?fbgn=FBgn0263980&tableOut=gene:25:Carcass	14.66	3.75	0.84	14.42	4.85	3.37	1.02	n.s.	2.72	0.62	1.36
index.html?fbgn=FBgn0263981&tableOut=gene:24:Carcass	0.26	0.03	-1	0.25	0.04	-1	1	n.s.	0.14	0.03	-1
index.html?fbgn=FBgn0263982&tableOut=gene:24:Carcass	7.41	5.52	0.08	0.04	0.08	-1	3.7	n.s.	0.04	0.07	0.01
index.html?fbgn=FBgn0263983&tableOut=gene:24:Carcass	2.48	1.31	0.33	0.52	0.27	-1	1.24	n.s.	0.15	0.01	-1
index.html?fbgn=FBgn0263985&tableOut=gene:24:Carcass	0.35	0.31	0.09	0	0	-1	1	n.s.	0.12	0.21	-1
index.html?fbgn=FBgn0263986&tableOut=gene:25:Carcass	0.1	0.03	-1	0.1	0.08	-1	1	n.s.	0.02	0.02	-1
index.html?fbgn=FBgn0263987&tableOut=gene:25:Carcass	19.18	3.01	1.49	34.48	1.55	0.97	0.56	p > 0.01	18.59	1.16	1.28
index.html?fbgn=FBgn0263988&tableOut=gene:25:Carcass	0.4	0.26	0.12	0.04	0.03	-1	1	n.s.	0.06	0.01	-1
index.html?fbgn=FBgn0263992&tableOut=gene:24:Carcass	0.07	0.07	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0263993&tableOut=gene:24:Carcass	7.18	1.3	0.81	8.54	0.08	0.68	0.84	n.s.	6.85	1.42	1.48
index.html?fbgn=FBgn0263994&tableOut=gene:24:Carcass	0.83	0.32	0.39	0.62	0.39	-1	1	n.s.	0.21	0.07	-1
index.html?fbgn=FBgn0263995&tableOut=gene:25:Carcass	4.53	0.9	0.35	3.72	0.87	1.06	1.22	n.s.	0.64	0.07	-1
index.html?fbgn=FBgn0263996&tableOut=gene:24:Carcass	0.55	0.3	-1	1.14	0.72	-1	1	n.s.	0.83	0.26	-1
index.html?fbgn=FBgn0263997&tableOut=gene:24:Carcass	0.13	0.11	-1	0.34	0.26	-1	1	n.s.	0.09	0.08	-1
index.html?fbgn=FBgn0263998&tableOut=gene:25:Carcass	3.57	0.53	0.8	5.24	0.21	0.77	0.68	p > 0.05	5.24	0.36	1.24
index.html?fbgn=FBgn0263999&tableOut=gene:24:Carcass	0.04	0.04	-1	0.1	0.12	-1	1	n.s.	1.71	0.47	0.2
index.html?fbgn=FBgn0264000&tableOut=gene:25:Carcass	0.26	0.15	-1	0.15	0.12	-1	1	n.s.	0.08	0.06	-1
index.html?fbgn=FBgn0264001&tableOut=gene:25:Carcass	1.26	0.43	0.2	0.95	0.28	-1	1	n.s.	1.02	0.3	-1
index.html?fbgn=FBgn0264002&tableOut=gene:25:Carcass	1.63	0.41	-1	1.67	0.43	-1	1	n.s.	0.04	0.06	-1
index.html?fbgn=FBgn0264005&tableOut=gene:25:Carcass	0.02	0.02	-1	0.02	0.02	-1	1	n.s.	0.03	0.01	-1
index.html?fbgn=FBgn0264006&tableOut=gene:25:Carcass	0.56	0.33	0.13	0.38	0.25	-1	1	n.s.	0.2	0.09	-1
index.html?fbgn=FBgn0264075&tableOut=gene:25:Carcass	3.74	0.21	0.93	4.2	0.51	0.61	0.89	n.s.	4.04	0.35	1.16
index.html?fbgn=FBgn0264077&tableOut=gene:25:Carcass	0.34	0.27	-1	0	0	-1	1	n.s.	0.01	0.02	-1
index.html?fbgn=FBgn0264078&tableOut=gene:25:Carcass	9.83	0.4	1.35	9.46	0.6	1.68	1.04	n.s.	14.41	1.49	1.59
index.html?fbgn=FBgn0264081&tableOut=gene:24:Carcass	1.05	1.02	0.13	0.04	0.06	-1	1	n.s.	0.04	0.07	-1
index.html?fbgn=FBgn0264083&tableOut=gene:24:Carcass	1.24	0.6	0.08	0.22	0.27	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264084&tableOut=gene:24:Carcass	0.12	0.04	-1	0	0	-1	1	p > 0.05	0	0	-1
index.html?fbgn=FBgn0264085&tableOut=gene:24:Carcass	1.5	0.97	0.15	0.09	0.04	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264086&tableOut=gene:24:Carcass	3.54	2.4	0.11	0.37	0.19	-1	1.77	n.s.	0.05	0.05	-1
index.html?fbgn=FBgn0264087&tableOut=gene:25:Carcass	0.78	0.24	0.1	0.88	0.26	-1	1	n.s.	0.31	0.05	-1
index.html?fbgn=FBgn0264089&tableOut=gene:25:Carcass	2.04	0.65	0.53	1.65	0.47	-1	1.02	n.s.	2.5	0.14	1.25
index.html?fbgn=FBgn0264090&tableOut=gene:24:Carcass	1.48	0.31	-1	1.4	0.42	0.35	1	n.s.	2.94	0.11	1.47
index.html?fbgn=FBgn0264253&tableOut=gene:25:Carcass	0.03	0.05	-1	0.37	0.3	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264260&tableOut=gene:24:Carcass	3.18	2.58	0.05	0	0	-1	1.59	n.s.	0	0	0
index.html?fbgn=FBgn0264261&tableOut=gene:24:Carcass	0.03	0.06	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264262&tableOut=gene:24:Carcass	0.02	0.04	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264263&tableOut=gene:24:Carcass	0.44	0.39	0.05	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264264&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264265&tableOut=gene:24:Carcass	0.08	0.14	-1	0.07	0.12	-1	1	n.s.	0.14	0.25	-1
index.html?fbgn=FBgn0264266&tableOut=gene:24:Carcass	0.13	0.22	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264267&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264268&tableOut=gene:24:Carcass	0.03	0.05	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264269&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264270&tableOut=gene:25:Carcass	13.51	2.02	0.86	24.34	1.44	1.02	0.56	p > 0.01	20.26	4.14	1.28
index.html?fbgn=FBgn0264271&tableOut=gene:24:Carcass	0.03	0.05	-1	0.02	0.04	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264272&tableOut=gene:25:Carcass	1.3	0.07	-1	1.87	0.34	-1	1	n.s.	1.25	0.16	-1
index.html?fbgn=FBgn0264273&tableOut=gene:25:Carcass	0.84	0.26	-1	0.76	0.38	-1	1	n.s.	4.72	1.27	1.8
index.html?fbgn=FBgn0264291&tableOut=gene:25:Carcass	2.58	0.43	0.88	3.12	1.95	0.31	0.83	n.s.	4.62	0.56	0.77
index.html?fbgn=FBgn0264294&tableOut=gene:25:Carcass	502.15	5.67	2.46	354.28	48.7	4.08	1.42	p > 0.05	38.17	1.74	0.41
index.html?fbgn=FBgn0264295&tableOut=gene:24:Carcass	0	0	-1	0.11	0.2	-1	1	n.s.	0	0	0
index.html?fbgn=FBgn0264296&tableOut=gene:24:Carcass	4.7	1.77	0.09	0.91	0.69	0.02	2.4	n.s.	0	0	0
index.html?fbgn=FBgn0264297&tableOut=gene:24:Carcass	0.18	0.08	0.08	0	0.01	-1	1	n.s.	0	0.01	-1
index.html?fbgn=FBgn0264299&tableOut=gene:24:Carcass	0.3	0.34	0.06	0	0	-1	1	n.s.	0.04	0.06	-1
index.html?fbgn=FBgn0264301&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264302&tableOut=gene:25:Carcass	0.24	0.42	-1	0	0	-1	1	n.s.	0.7	1.21	-1
index.html?fbgn=FBgn0264303&tableOut=gene:25:Carcass	9.64	1.12	1.01	13.77	1.76	0.64	0.7	p > 0.05	32.51	1.39	1.6
index.html?fbgn=FBgn0264305&tableOut=gene:24:Carcass	3.37	0.54	0.24	2.88	0.36	0.53	1.17	n.s.	2.05	0.23	0.53
index.html?fbgn=FBgn0264307&tableOut=gene:25:Carcass	8.95	1.06	0.16	4.5	1.01	1.11	1.99	p > 0.01	1.14	0.32	0.45
index.html?fbgn=FBgn0264308&tableOut=gene:25:Carcass	1.43	0.7	0.46	0.8	0.58	-1	1	n.s.	0.81	0.17	-1
index.html?fbgn=FBgn0264309&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264310&tableOut=gene:24:Carcass	2.61	1.39	0.17	0.57	0.37	-1	1.3	n.s.	0.45	0.09	0.16
index.html?fbgn=FBgn0264324&tableOut=gene:25:Carcass	3.58	0.52	0.66	3.92	0.94	0.72	0.91	n.s.	1.22	0.09	-1
index.html?fbgn=FBgn0264325&tableOut=gene:25:Carcass	8	0.64	1.27	6.98	0.11	1.25	1.15	n.s.	4.89	1.01	0.73
index.html?fbgn=FBgn0264326&tableOut=gene:25:Carcass	1.15	0.46	-1	1.89	1.54	0.31	1	n.s.	1.98	0.39	-1
index.html?fbgn=FBgn0264327&tableOut=gene:24:Carcass	13.18	3.11	0.99	14.56	3.31	2.7	0.91	n.s.	5.01	0.96	0.73
index.html?fbgn=FBgn0264328&tableOut=gene:24:Carcass	0.1	0.09	-1	0.05	0.04	-1	1	n.s.	0.04	0.01	-1
index.html?fbgn=FBgn0264329&tableOut=gene:24:Carcass	83.42	43.09	0.04	0.26	0.26	0.11	42	n.s.	0	0	-1
index.html?fbgn=FBgn0264330&tableOut=gene:24:Carcass	9.12	6.1	0.06	0	0	-1	4.6	n.s.	0	0	-1
index.html?fbgn=FBgn0264336&tableOut=gene:24:Carcass	0.6	0.39	0.12	0.04	0.06	-1	1	n.s.	0.05	0.08	-1
index.html?fbgn=FBgn0264337&tableOut=gene:24:Carcass	0.34	0.08	0.08	0	0	-1	1	p > 0.05	0	0	-1
index.html?fbgn=FBgn0264338&tableOut=gene:24:Carcass	0.12	0.02	-1	0.03	0.05	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264339&tableOut=gene:24:Carcass	0.28	0.14	-1	0.17	0.06	-1	1	n.s.	0.07	0.02	-1
index.html?fbgn=FBgn0264340&tableOut=gene:24:Carcass	0.62	0.53	0.09	0.03	0.05	-1	1	n.s.	0.45	0.33	-1
index.html?fbgn=FBgn0264341&tableOut=gene:24:Carcass	0.2	0.2	-1	0.11	0.1	-1	1	n.s.	0.05	0.09	0.02
index.html?fbgn=FBgn0264342&tableOut=gene:24:Carcass	0.49	0.51	0.15	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264343&tableOut=gene:24:Carcass	0.53	0.36	-1	0.78	0.27	-1	1	n.s.	4.92	0.89	2.46
index.html?fbgn=FBgn0264344&tableOut=gene:24:Carcass	2.86	1.67	0.17	1.23	0.6	-1	1.43	n.s.	0.11	0.18	0.02
index.html?fbgn=FBgn0264345&tableOut=gene:24:Carcass	0.13	0.14	-1	0.52	0.4	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264346&tableOut=gene:24:Carcass	0.21	0.36	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264347&tableOut=gene:24:Carcass	14.57	10.1	0.2	0.03	0.05	-1	7.3	n.s.	0.24	0.25	0.01
index.html?fbgn=FBgn0264348&tableOut=gene:24:Carcass	0.2	0.2	0.07	0	0	-1	1	n.s.	0.3	0.15	-1
index.html?fbgn=FBgn0264349&tableOut=gene:24:Carcass	0.85	0.63	0.08	0.01	0.02	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264350&tableOut=gene:24:Carcass	1.27	0.86	0.11	0.31	0.28	-1	1	n.s.	0.22	0.2	-1
index.html?fbgn=FBgn0264351&tableOut=gene:24:Carcass	0.06	0.06	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264352&tableOut=gene:24:Carcass	0	0	-1	0.02	0.03	-1	1	n.s.	0.07	0.12	-1
index.html?fbgn=FBgn0264353&tableOut=gene:24:Carcass	0.06	0.08	-1	0.08	0.07	-1	1	n.s.	0.2	0.1	-1
index.html?fbgn=FBgn0264357&tableOut=gene:25:Carcass	25.42	0.05	1.12	26.81	3.35	1.53	0.95	n.s.	8.62	0.08	0.75
index.html?fbgn=FBgn0264358&tableOut=gene:24:Carcass	0.35	0.61	0.03	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264359&tableOut=gene:24:Carcass	0.49	0.38	0.15	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264360&tableOut=gene:24:Carcass	0.33	0.3	0.13	0.55	0.72	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264361&tableOut=gene:24:Carcass	0.52	0.13	-1	0.14	0.13	-1	1	p > 0.05	0.88	0.33	-1
index.html?fbgn=FBgn0264362&tableOut=gene:24:Carcass	0.07	0.06	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264363&tableOut=gene:24:Carcass	0.14	0.13	-1	0.07	0.12	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264365&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264366&tableOut=gene:24:Carcass	0.05	0.08	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264367&tableOut=gene:24:Carcass	0.08	0.08	-1	0	0	-1	1	n.s.	0.05	0.09	-1
index.html?fbgn=FBgn0264368&tableOut=gene:24:Carcass	2.03	0.5	1.01	2.85	0.57	1.43	0.71	n.s.	0.12	0.14	-1
index.html?fbgn=FBgn0264369&tableOut=gene:24:Carcass	0.1	0.18	0.02	0.1	0.17	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264370&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	0.06	0.1	-1
index.html?fbgn=FBgn0264371&tableOut=gene:24:Carcass	0.04	0.04	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264372&tableOut=gene:24:Carcass	0.27	0.18	0.07	0.09	0.08	-1	1	n.s.	0.04	0.04	-1
index.html?fbgn=FBgn0264373&tableOut=gene:24:Carcass	0.2	0.19	0.05	0.1	0.08	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264374&tableOut=gene:24:Carcass	0.37	0.21	0.12	0.09	0.15	-1	1	n.s.	0.08	0.14	-1
index.html?fbgn=FBgn0264375&tableOut=gene:24:Carcass	0.18	0.32	-1	0	0	-1	1	n.s.	0.12	0.21	-1
index.html?fbgn=FBgn0264376&tableOut=gene:24:Carcass	0.15	0.11	-1	0.07	0.06	-1	1	n.s.	2.27	0.7	1.14
index.html?fbgn=FBgn0264377&tableOut=gene:24:Carcass	0.51	0.2	0.19	0	0	-1	1	p > 0.05	0	0	-1
index.html?fbgn=FBgn0264378&tableOut=gene:24:Carcass	0.08	0.14	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264379&tableOut=gene:24:Carcass	0	0	-1	0.07	0.13	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264380&tableOut=gene:24:Carcass	0.17	0.19	-1	0.09	0.08	-1	1	n.s.	0.09	0.16	-1
index.html?fbgn=FBgn0264381&tableOut=gene:24:Carcass	0	0	-1	0.16	0.28	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264382&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264383&tableOut=gene:24:Carcass	5.49	3.99	0.22	0	0	-1	2.7	n.s.	0.09	0.16	0.01
index.html?fbgn=FBgn0264384&tableOut=gene:24:Carcass	0.24	0.22	-1	0.8	0.44	0.25	1	n.s.	0.25	0.34	-1
index.html?fbgn=FBgn0264385&tableOut=gene:24:Carcass	0.19	0.11	-1	0.26	0.1	-1	1	n.s.	0.18	0.1	-1
index.html?fbgn=FBgn0264386&tableOut=gene:25:Carcass	0.72	0.35	0.15	0.39	0.2	-1	1	n.s.	0.18	0.03	-1
index.html?fbgn=FBgn0264389&tableOut=gene:25:Carcass	5.55	0.47	1.07	7.91	1.09	0.45	0.7	p > 0.05	7.05	1.13	0.79
index.html?fbgn=FBgn0264390&tableOut=gene:24:Carcass	0.06	0.1	-1	0.06	0.1	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264391&tableOut=gene:24:Carcass	0.09	0.15	0.04	0.04	0.04	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264392&tableOut=gene:24:Carcass	0.04	0.08	-1	0.03	0.05	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264393&tableOut=gene:24:Carcass	6.98	1.5	0.32	5.9	1.42	0.58	1.18	n.s.	0	0	-1
index.html?fbgn=FBgn0264394&tableOut=gene:24:Carcass	0.08	0.05	-1	0.06	0.06	-1	1	n.s.	0.02	0.03	-1
index.html?fbgn=FBgn0264395&tableOut=gene:24:Carcass	0.15	0.12	-1	0.02	0.03	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264426&tableOut=gene:24:Carcass	0.62	0.62	0.07	0.2	0.24	-1	1	n.s.	0.47	0.58	-1
index.html?fbgn=FBgn0264427&tableOut=gene:24:Carcass	2.39	0.58	0.14	1.2	0.44	-1	1.2	n.s.	0.2	0.09	-1
index.html?fbgn=FBgn0264428&tableOut=gene:24:Carcass	0.14	0.14	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264429&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264430&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264431&tableOut=gene:24:Carcass	0.1	0.09	-1	0.1	0.17	-1	1	n.s.	0.3	0.3	-1
index.html?fbgn=FBgn0264432&tableOut=gene:24:Carcass	0.58	0.11	0.21	0.47	0.27	-1	1	n.s.	0.43	0.27	-1
index.html?fbgn=FBgn0264433&tableOut=gene:24:Carcass	0.75	0.43	0.08	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264434&tableOut=gene:24:Carcass	0.51	0.46	0.01	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264435&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264436&tableOut=gene:24:Carcass	0.15	0.16	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264437&tableOut=gene:24:Carcass	2.21	1.26	0.45	1.11	0.32	0.52	1.1	n.s.	2.23	0.34	0.88
index.html?fbgn=FBgn0264438&tableOut=gene:24:Carcass	0.07	0.12	-1	0.13	0.17	-1	1	n.s.	0.06	0.05	-1
index.html?fbgn=FBgn0264439&tableOut=gene:24:Carcass	2.72	0.51	1.36	4.04	0.77	1.5	0.67	n.s.	7.72	1.51	1.13
index.html?fbgn=FBgn0264440&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	1.24	0.07	-1
index.html?fbgn=FBgn0264441&tableOut=gene:24:Carcass	0	0	-1	0.09	0.09	-1	1	n.s.	0.47	0.21	-1
index.html?fbgn=FBgn0264442&tableOut=gene:25:Carcass	0.57	0.23	0.28	0.42	0.22	-1	1	n.s.	2.21	0.58	1.1
index.html?fbgn=FBgn0264443&tableOut=gene:24:Carcass	2.06	0.06	1.03	0.54	0.18	-1	1.03	p > 0.01	1.04	0.25	-1
index.html?fbgn=FBgn0264444&tableOut=gene:24:Carcass	0	0	-1	0	0	-1	1	n.s.	0	0	-1
index.html?fbgn=FBgn0264445&tableOut=gene:24:Carcass	0.13	0.15	0.06	0	0	-1	1	n.s.	0.04	0.06	-1
index.html?fbgn=FBgn0264446&tableOut=gene:24:Carcass	0.31	0.12	-1	0.2	0.13	-1	1	n.s.	0.24	0.08	-1
